sp_cat,sp_key,scientific_name_dataset,common_name_dataset,worms_id,gbif_id,redlist_code,rl_score,suitability,suit_rl,pct_total
other,Fis-23274,Sphyrna mokarran,Great hammerhead,105817,NA,CR,1,78.06009030673148,78.06009030673148,0.0015606398004543152
sea turtle,Rep-5413,Lepidochelys kempii,Kemp's ridley turtle,137208,NA,CR,1,72.05260519786472,72.05260519786472,0.0014405333500941675
other,Fis-30583,Rhincodon typus,Whale shark,105847,NA,EN,0.8,88.79621689785624,71.036973518285,0.0014202280286997634
other,Fis-61508,Mobula kuhlii,Shortfin devil ray,217436,2419221,EN,0.8,87.4961778029445,69.9969422423556,0.0013994348910470297
fish,Fis-24675,Hippoglossoides platessoides,American plaice,127137,NA,EN,0.8,87.0059637912673,69.60477103301385,0.001391594290357406
other,Fis-29423,Isurus paucus,Longfin mako,105840,NA,EN,0.8,85.78166452651433,68.62533162121147,0.0013720125537467255
other,W-Scl-287916,Agaricia tenuifolia,thin leaf lettuce coral,287916,NA,CR,1,66.6471264367816,66.6471264367816,0.0013324626924519829
fish,Fis-22845,Anguilla rostrata,American eel,158562,NA,EN,0.8,76.96706350156897,61.573650801255184,0.0012310297070131358
other,Fis-47467,Pristis pectinata,Smalltooth sawfish,105848,NA,CR,1,60.771127233642346,60.771127233642346,0.0012149850135532926
other,W-Scl-287107,Madracis decactis,ten-ray star coral,287107,NA,CR,1,60.75730994152047,60.75730994152047,0.0012147087671905844
fish,Fis-22711,Anguilla anguilla,European eel,126281,NA,CR,1,59.22844049167913,59.22844049167913,0.0011841423855255696
other,W-Scl-287915,Agaricia lamarcki,Lamarck's sheet coral,287915,NA,CR,1,57.02859237536657,57.02859237536657,0.0011401612613457044
mollusk,W-Msc-445325,Haliotis fulgens,green abalone,445325,NA,CR,1,56.704026845637586,56.704026845637586,0.0011336722875108008
marine mammal,ITS-Mam-612591,Eubalaena japonica,North Pacific right whale,254974,9747921,EN,0.8,69.54801373007717,55.63841098406174,0.0011123676423453153
sea turtle,Rep-4127,Eretmochelys imbricata,hawksbill turtle,137207,NA,CR,1,54.233489457808496,54.233489457808496,0.0010842793267698365
other,W-Ase-240764,Pycnopodia helianthoides,sunflower star,240764,NA,CR,1,53.52561225859655,53.52561225859655,0.0010701268792568592
other,W-Scl-207149,Montipora patula,NA,207149,NA,CR,1,53.437155297532655,53.437155297532655,0.001068358376895139
other,Fis-131864,Leucoraja ocellata,Winter skate,158553,NA,EN,0.8,66.321376842464,53.05710147397121,0.0010607600366801305
other,Fis-23273,Sphyrna lewini,Scalloped hammerhead,105816,NA,CR,1,52.838133464553,52.838133464553,0.0010563822529857804
other,Fis-23069,Carcharhinus signatus,Night shark,105798,NA,EN,0.8,66.04287832481012,52.8343026598481,0.0010563056644721524
other,Fis-58485,Isurus oxyrinchus,Shortfin mako,105839,NA,EN,0.8,64.89559761283522,51.91647809026818,0.0010379557811003451
other,Fis-23043,Carcharhinus acronotus,Blacknose shark,158508,NA,EN,0.8,64.87424988459763,51.89939990767811,0.001037614340405558
other,W-Scl-207516,Siderastrea siderea,massive starlet coral,207516,NA,CR,1,51.89763279445727,51.89763279445727,0.0010375790108637457
other,W-Scl-290426,Mycetophyllia ferox,rough cactus coral,290426,NA,CR,1,51.8409257898604,51.8409257898604,0.001036445279042649
mollusk,W-Msc-445357,Haliotis rufescens,red abalone,445357,NA,CR,1,51.01182624516716,51.01182624516716,0.0010198692573790507
fish,Fis-30636,Sebastes fasciatus,Acadian redfish,127252,10689065,EN,0.8,63.431688533941816,50.74535082715346,0.0010145416675497187
other,W-Scl-287853,Scolymia lacera,Atlantic mushroom coral,287853,NA,CR,1,50.710060312302055,50.710060312302055,0.0010138361113322047
fish,Fis-22836,Thunnus obesus,Bigeye tuna,127028,NA,VU,0.6,84.31237647619409,50.58742588571645,0.0010113843057259935
mollusk,W-Msc-405012,Haliotis cracherodii,black abalone,405012,NA,CR,1,50.29492143019813,50.29492143019813,0.001005536322546646
other,W-Scl-287852,Scolymia cubensis,artichoke coral,287852,NA,CR,1,50.218362603305785,50.218362603305785,0.0010040056972059016
fish,Fis-22722,Epinephelus striatus,Nassau grouper,159222,NA,CR,1,49.45696037160691,49.45696037160691,9.887831344049267e-4
fish,Fis-29447,Makaira nigricans,Blue marlin,126950,8098719,VU,0.6,81.40532919452866,48.8431975167172,9.765122961876314e-4
other,Fis-23061,Carcharhinus longimanus,Oceanic whitetip shark,105794,NA,CR,1,48.796749717152835,48.796749717152835,9.755836746044533e-4
other,Fis-29388,Carcharias taurus,Sand tiger shark,105843,NA,CR,1,48.578784332622014,48.578784332622014,9.71225936189298e-4
other,Fis-23067,Carcharhinus porosus,Smalltail shark,217342,NA,CR,1,47.56112255406797,47.56112255406797,9.508800274314189e-4
other,Fis-23898,Alopias superciliosus,Bigeye thresher,105835,NA,VU,0.6,78.35778504479903,47.01467102687942,9.399549311498437e-4
fish,Fis-22935,Pomatomus saltatrix,Bluefish,151482,NA,VU,0.6,77.93699066528374,46.76219439917025,9.349072163401487e-4
other,W-Scl-290083,Helioseris cucullata,hat coral,290083,NA,CR,1,46.54567541302235,46.54567541302235,9.305783954790833e-4
fish,Fis-30643,Sebastes paucispinis,Bocaccio rockfish,274833,NA,CR,1,46.54483515651614,46.54483515651614,9.305615963985156e-4
fish,Fis-22766,Istiophorus platypterus,Indo-Pacific sailfish,158812,NA,VU,0.6,76.99934077232453,46.199604463394714,9.236594680777998e-4
other,W-Scl-418865,Dendrogyra cylindrus,pillar coral,418865,NA,CR,1,46.13048196039425,46.13048196039425,9.222775156759301e-4
marine mammal,ITS-Mam-180537,Eubalaena glacialis,North Atlantic right whale,159023,NA,CR,1,45.103360370799535,45.103360370799535,9.017424788046087e-4
other,W-Hyd-287421,Millepora complanata,bladed fire coral,287421,NA,CR,1,44.72586348424576,44.72586348424576,8.941952589206905e-4
sea turtle,Rep-3437,Dermochelys coriacea,leatherback turtle,137209,NA,VU,0.6,74.16749665564248,44.50049799338549,8.896895716571551e-4
fish,Fis-30888,Sebastolobus alascanus,Shortspine thornyhead,282740,NA,EN,0.8,55.61217733555263,44.48974186844211,8.894745265986709e-4
other,W-Scl-288227,Acropora palmata,elkhorn coral,288227,NA,CR,1,44.45739804912446,44.45739804912446,8.888278830766421e-4
other,Fis-23242,Rhizoprionodon porosus,Caribbean sharpnose shark,271328,NA,VU,0.6,73.5082466645656,44.10494799873936,8.817814195875309e-4
fish,Fis-32303,Balistes capriscus,Grey triggerfish,NA,2407107,VU,0.6,72.09147105059817,43.2548826303589,8.64786232396875e-4
fish,Fis-29435,Lopholatilus chamaeleonticeps,Great northern tilefish,159406,NA,EN,0.8,53.619824776964585,42.89585982157167,8.576083610613107e-4
other,W-Hyd-210726,Millepora alcicornis,fire coral,210726,NA,EN,0.8,52.78777731268313,42.230221850146506,8.443003939962226e-4
other,W-Scl-287911,Agaricia agaricites,purple lettuce coral,287911,NA,VU,0.6,69.68573593483615,41.811441560901685,8.359278032847194e-4
other,Fis-24044,Gymnura altavela,Spiny butterfly ray,105856,NA,EN,0.8,51.823239796604696,41.45859183728376,8.288733492084608e-4
other,Fis-23275,Sphyrna tiburo,Bonnethead,158517,NA,EN,0.8,51.41643566127157,41.13314852901726,8.223668261225091e-4
other,W-Scl-206989,Acropora cervicornis,staghorn coral,206989,NA,CR,1,40.9520050922979,40.9520050922979,8.18745261558281e-4
other,Fis-22747,Cetorhinus maximus,Basking shark,105837,NA,EN,0.8,51.07097515595929,40.85678012476743,8.168414477945374e-4
fish,Fis-29588,Acipenser medirostris,Green sturgeon,271695,NA,EN,0.8,51.04464230887319,40.83571384709856,8.164202739110808e-4
other,Fis-27224,Pristis pristis,Common sawfish,105849,NA,CR,1,40.52361333638514,40.52361333638514,8.101805107126582e-4
marine mammal,ITS-Mam-180639,Odobenus rosmarus,walrus,137077,NA,VU,0.6,66.36521038856452,39.81912623313871,7.960958407114715e-4
fish,Fis-23099,Cynoscion regalis,Squeteague,159313,NA,EN,0.8,49.68494220556076,39.74795376444861,7.946729037548538e-4
marine mammal,ITS-Mam-180526,Balaenoptera borealis,sei whale,137088,NA,EN,0.8,49.56876003159155,39.65500802527325,7.928146581485557e-4
fish,Fis-22721,Epinephelus morio,Red grouper,159354,NA,VU,0.6,65.96710976620196,39.58026585972117,7.913203529552827e-4
other,Fis-23066,Carcharhinus plumbeus,Sandbar shark,105797,NA,EN,0.8,49.272783167099334,39.41822653367947,7.880807330616113e-4
other,Fis-172567,Mobula birostris,Giant manta,1026118,NA,EN,0.8,48.935793584474496,39.1486348675796,7.826908407064654e-4
fish,Fis-23648,Mycteroperca interstitialis,Yellowmouth grouper,273878,NA,VU,0.6,65.08237307949231,39.04942384769539,7.807073345938467e-4
other,Fis-29530,Sphyrna media,Scoophead,271379,NA,CR,1,38.857289099526064,38.857289099526064,7.768660229342642e-4
other,Fis-23322,Aetobatus narinari,Spotted eagle ray,217426,NA,EN,0.8,48.353757561445256,38.683006049156205,7.733816167046146e-4
fish,Fis-22720,Epinephelus itajara,Atlantic goliath grouper,159353,NA,VU,0.6,64.37009446279087,38.62205667767452,7.721630680893975e-4
fish,Fis-23633,Melanogrammus aeglefinus,Haddock,126437,NA,VU,0.6,63.69290332880977,38.21574199728586,7.640396998069407e-4
fish,Fis-30112,Hippocampus erectus,Lined seahorse,159445,NA,VU,0.6,63.31113411870051,37.9866804712203,7.59460118449476e-4
other,Fis-23077,Centrophorus uyato,Little gulper shark,105902,NA,EN,0.8,47.37889960294952,37.903119682359616,7.577895042810717e-4
fish,Fis-22723,Glyptocephalus cynoglossus,Witch flounder,127136,NA,VU,0.6,62.86379955694752,37.71827973416851,7.540940361010141e-4
fish,Fis-23622,Lutjanus campechanus,Northern red snapper,159795,NA,VU,0.6,62.50132537180167,37.500795223081,7.497459116926024e-4
sea turtle,Rep-2226,Chelonia mydas,green sea turtle,137206,NA,EN,0.8,46.708376449014345,37.36670115921148,7.470649958461421e-4
other,Fis-23198,Odontaspis ferox,Smalltooth sand tiger,105844,NA,EN,0.8,46.55832651407415,37.24666121125932,7.446650611332502e-4
other,Fis-24125,Mobula hypostoma,Lesser devil ray,158530,NA,EN,0.8,46.52374325969734,37.21899460775787,7.441119282532076e-4
other,Fis-23075,Centrophorus granulosus,Gulper shark,105899,NA,EN,0.8,46.22376858816597,36.97901487053277,7.393140612799001e-4
mollusk,W-Msc-420200,Conus anabathrum,Florida cone,420200,NA,VU,0.6,61.60195244245233,36.961171465471395,7.389573216450241e-4
other,W-Scl-287914,Agaricia humilis,low-life lettuce coral,287914,NA,CR,1,36.83448230582365,36.83448230582365,7.364244505702474e-4
other,Fis-171714,Pseudobatos lentiginosus,Atlantic guitarfish,1043479,NA,VU,0.6,61.35142203334423,36.810853220006535,7.35952038975159e-4
other,Fis-23194,Negaprion brevirostris,Lemon shark,105800,NA,VU,0.6,61.192560720855546,36.715536432513325,7.340463894732327e-4
other,Fis-23071,Carcharodon carcharias,Great white shark,105838,NA,VU,0.6,60.51570008111626,36.30942004866975,7.25926985694011e-4
other,W-Scl-289232,Meandrina meandrites,maze coral,289232,NA,CR,1,36.27660788381743,36.27660788381743,7.252709786332148e-4
marine mammal,ITS-Mam-180547,Enhydra lutris,sea otter,242598,NA,EN,0.8,45.25011913676901,36.20009530941521,7.23741278009271e-4
other,Fis-24039,Ginglymostoma cirratum,Nurse shark,105846,8957674,VU,0.6,60.133300959087045,36.079980575452225,7.213398481145959e-4
other,Fis-131853,Amblyraja radiata,Starry ray,105865,NA,VU,0.6,59.13204623232389,35.47922773939433,7.093291166062965e-4
marine mammal,ITS-Mam-180528,Balaenoptera musculus,blue whale,NA,NA,EN,0.8,44.34234272361496,35.47387417889197,7.092220839400353e-4
other,Fis-58997,Malacoraja senta,Smooth skate,158554,NA,VU,0.6,58.35034500716053,35.01020700429631,6.999520786915814e-4
fish,Fis-23649,Mycteroperca microlepis,Gag,273880,NA,VU,0.6,57.51547049441786,34.50928229665072,6.899371910234942e-4
other,W-Scl-289939,Eusmilia fastigiata,smooth flower coral,289939,NA,CR,1,34.262095562456174,34.262095562456174,6.849952359986861e-4
fish,Fis-23293,Tautoga onitis,Tautog,158830,NA,VU,0.6,56.802224371373306,34.08133462282398,6.813813186223544e-4
other,W-Scl-289826,Diploria labyrinthiformis,grooved brain coral,289826,NA,CR,1,33.937866736210715,33.937866736210715,6.785129938093043e-4
marine mammal,ITS-Mam-180627,Callorhinus ursinus,northern fur seal,254997,NA,VU,0.6,56.02287066526698,33.61372239916019,6.720324407955281e-4
other,Fis-23064,Carcharhinus obscurus,Dusky shark,105796,NA,EN,0.8,41.644846885573834,33.31587750845907,6.660776873618128e-4
fish,Fis-12375,Pseudopleuronectes americanus,Winter flounder,158885,NA,VU,0.6,55.35855482836917,33.215132897021505,6.640635204594565e-4
fish,Fis-163777,Hyporthodus flavolimbatus,Yellowedge grouper,475077,NA,VU,0.6,55.30680473372781,33.184082840236684,6.63442742873441e-4
fish,Fis-22946,Rhomboplites aurorubens,Vermilion snapper,159807,NA,VU,0.6,54.84959038776625,32.90975423265975,6.57958145793096e-4
fish,Fis-23625,Lutjanus cyanopterus,Cubera snapper,159796,NA,VU,0.6,54.4953524050176,32.69721144301056,6.537088202347637e-4
fish,Fis-23577,Lachnolaimus maximus,Hogfish,158822,NA,VU,0.6,54.27942289498581,32.56765373699148,6.511185988851031e-4
fish,Fis-2518,Megalops atlanticus,Tarpon,126430,NA,VU,0.6,54.07953163990019,32.44771898394011,6.4872076731286e-4
fish,Fis-23639,Mola mola,Ocean sunfish,127405,NA,VU,0.6,53.80869740572472,32.28521844343483,6.454719264505017e-4
other,Fis-31568,Alopias pelagicus,Pelagic thresher,220019,NA,EN,0.8,40.139677676857026,32.11174214148562,6.420036493809553e-4
marine mammal,ITS-Mam-180488,Physeter macrocephalus,sperm whale,137119,NA,VU,0.6,53.30034182249224,31.980205093495343,6.39373855442449e-4
fish,Fis-29594,Acipenser transmontanus,White sturgeon,238345,NA,VU,0.6,53.0034983853606,31.802099031216358,6.358130164989817e-4
other,Fis-23113,Echinorhinus brucus,Bramble shark,105922,NA,EN,0.8,39.73732102234712,31.789856817877695,6.355682603719148e-4
fish,Fis-23327,Alosa aestivalis,Blueback shad,158667,NA,VU,0.6,52.87824351297405,31.72694610778443,6.343104991054264e-4
fish,Fis-24990,Semicossyphus pulcher,California sheephead,1702292,NA,VU,0.6,52.609290601368386,31.56557436082103,6.310842259869823e-4
other,W-Scl-206953,Pocillopora damicornis,Cauliflower coral,206953,NA,EN,0.8,39.25749098595052,31.405992788760415,6.278937434779532e-4
other,Fis-22768,Lamna nasus,Porbeagle,105841,NA,VU,0.6,52.16894900553699,31.30136940332219,6.258020290214163e-4
other,Fis-23065,Carcharhinus perezi,Caribbean reef shark,271324,NA,EN,0.8,39.02437633642195,31.219501069137564,6.241652517614443e-4
fish,Fis-29585,Acipenser brevirostrum,Shortnose sturgeon,157869,NA,VU,0.6,51.60113859994377,30.960683159966262,6.189907569775422e-4
fish,Fis-156281,Ctenogobius claytonii,Mexican goby,276482,NA,VU,0.6,51.51029170349791,30.906175022098747,6.179009866599519e-4
fish,Fis-30676,Stereolepis gigas,Giant seabass,282884,NA,CR,1,30.823819348922513,30.823819348922513,6.1625446612882e-4
marine mammal,ITS-Mam-180684,Trichechus manatus,West Indian manatee,159509,NA,VU,0.6,51.14908023925065,30.68944814355039,6.135680094476308e-4
fish,Fis-29394,Gadus morhua,Atlantic cod,126436,NA,VU,0.6,50.701635959339264,30.420981575603555,6.082006109552276e-4
other,Fis-30332,Myliobatis goodei,Southern eagle ray,271487,NA,VU,0.6,50.43478634683174,30.260871808099044,6.049995683401453e-4
other,Fis-23899,Alopias vulpinus,Thresher,105836,NA,VU,0.6,50.415830224254826,30.249498134552894,6.047721767557422e-4
fish,Fis-29869,Coryphopterus lipernes,Peppermint goby,276431,NA,VU,0.6,50.00531242094612,30.00318745256767,5.998477364678472e-4
fish,Fis-27194,Clidoderma asperrimum,Roughscale sole,280216,NA,VU,0.6,49.8023046262138,29.881382775728277,5.974125198826488e-4
other,W-Scl-287696,Montipora caliculata,NA,287696,NA,EN,0.8,36.87011298870113,29.496090390960905,5.897094461593526e-4
other,Fis-24132,Mustelus canis,Dusky smooth-hound,158518,NA,NT,0.4,73.68384565075212,29.47353826030085,5.892585659137004e-4
other,W-Scl-207142,Montipora turgescens,NA,207142,NA,EN,0.8,36.72533245772451,29.38026596617961,5.873937915595676e-4
other,W-Scl-287693,Montipora australiensis,NA,287693,NA,EN,0.8,36.70981598653277,29.367852789226216,5.87145617391085e-4
other,W-Scl-287697,Montipora capitata,NA,287697,NA,EN,0.8,36.62294794135721,29.29835835308577,5.857562290042059e-4
mollusk,W-Msc-405014,Haliotis kamtschatkana,pinto abalone,405014,NA,EN,0.8,36.529358243358004,29.223486594686406,5.842593328870108e-4
other,Fis-29532,Squalus acanthias,Picked dogfish,105923,NA,VU,0.6,48.65147480894913,29.190884885369478,5.836075334217153e-4
other,W-Scl-206964,Pocillopora meandrina,NA,206964,NA,EN,0.8,36.48033535247125,29.184268281977,5.834752489911241e-4
fish,Fis-163781,Hyporthodus niveatus,Snowy grouper,475101,NA,VU,0.6,48.318242235182424,28.99094534110945,5.79610182032154e-4
fish,Fis-22798,Lutjanus synagris,Lane snapper,159800,NA,NT,0.4,72.47669707848885,28.99067883139554,5.796048537566536e-4
other,W-Scl-289246,Pocillopora capitata,NA,289246,NA,EN,0.8,36.175601202404806,28.940480961923846,5.786012577745365e-4
other,Fis-23222,Prionace glauca,Blue shark,105801,NA,NT,0.4,71.29540640295274,28.518162561181096,5.701579303062552e-4
other,W-Scl-207133,Montipora foveolata,NA,207133,NA,EN,0.8,35.56071633786631,28.44857307029305,5.687666415087853e-4
other,Fis-23051,Carcharhinus brevipinna,Spinner shark,105788,NA,VU,0.6,47.00424889056746,28.202549334340475,5.63847938075631e-4
fish,Fis-29576,Xiphias gladius,Swordfish,127094,NA,NT,0.4,70.35599189511603,28.142396758046416,5.626453196275164e-4
fish,Fis-29871,Coryphopterus thrix,Bartail goby,276434,NA,VU,0.6,46.5936357772522,27.95618146635132,5.58922354479377e-4
fish,Fis-58742,Acipenser oxyrinchus,Atlantic sturgeon,151802,NA,VU,0.6,46.47435123717562,27.88461074230537,5.574914552829432e-4
other,W-Scl-206959,Pocillopora ligulata,NA,206959,NA,EN,0.8,34.784585862192074,27.82766868975366,5.563530241950139e-4
crustacean,W-Mer-150514,Limulus polyphemus,horseshoe crab,150514,NA,VU,0.6,45.93008008008008,27.558048048048047,5.509625525363675e-4
other,W-Scl-289697,Colpophyllia natans,boulder brain coral,289697,NA,VU,0.6,45.720467032967036,27.43228021978022,5.484481014559215e-4
other,SLB-65999,Holothuria nobilis,black teatfish,1672772,NA,EN,0.8,34.18124690747155,27.344997525977238,5.467030759851009e-4
other,W-Scl-287714,Montipora incrassata,NA,287714,NA,EN,0.8,34.06693116240726,27.25354492992581,5.448746824911669e-4
other,Fis-30325,Mustelus norrisi,Narrowfin smooth-hound,271392,NA,NT,0.4,67.88245790629576,27.152983162518304,5.428641711529978e-4
other,W-Scl-287720,Montipora orientalis,NA,287720,NA,EN,0.8,33.91891891891892,27.135135135135137,5.425073391049652e-4
other,Fis-23047,Carcharhinus amblyrhynchos,Blacktail reef shark,217337,NA,EN,0.8,33.883170643022964,27.106536514418373,5.419355725908181e-4
other,Fis-172341,Bathytoshia centroura,Roughtail stingray,1017389,NA,VU,0.6,45.143716087402844,27.086229652441705,5.415295815536749e-4
other,Fis-23059,Carcharhinus leucas,Bull shark,105792,2418036,VU,0.6,45.11587939866184,27.0695276391971,5.411956615375077e-4
other,W-Scl-207169,Montipora effusa,NA,NA,NA,EN,0.8,33.72962247962248,26.983697983697983,5.394796863713906e-4
other,Fis-30331,Myliobatis freminvillei,Bullnose eagle ray,399783,NA,VU,0.6,44.91562151866892,26.94937291120135,5.387934320501206e-4
other,Fis-23050,Carcharhinus brachyurus,Copper shark,217341,NA,VU,0.6,44.913010147471205,26.94780608848272,5.387621068763302e-4
other,W-Scl-206994,Acropora lutkeni,NA,206994,NA,EN,0.8,33.39784077131805,26.718272617054442,5.341730900094547e-4
other,Fis-24153,Notorynchus cepedianus,Broadnose sevengill shark,217628,NA,VU,0.6,44.52713553255297,26.71628131953178,5.341332783956556e-4
other,W-Scl-207315,Pavona duerdeni,flat lobe coral,207315,2260526,EN,0.8,33.03232809476615,26.42586247581292,5.28326992436613e-4
other,Fis-25233,Galeorhinus galeus,Tope shark,105820,NA,CR,1,26.41842844611688,26.41842844611688,5.281783653651376e-4
other,W-Scl-430653,Acropora retusa,NA,430653,NA,EN,0.8,33.022843287391524,26.41827462991322,5.281752901484879e-4
other,Fis-26611,Mobula mobular,Devil fish,105858,NA,EN,0.8,32.60797329445169,26.086378635561353,5.215397597979392e-4
other,Fis-23054,Carcharhinus falciformis,Silky shark,105789,2418095,VU,0.6,42.87866523763057,25.727199142578343,5.143587559065314e-4
other,W-Scl-289252,Pocillopora woodjonesi,NA,289252,NA,EN,0.8,32.15174353802877,25.721394830423016,5.14242711452467e-4
other,Fis-22831,Somniosus microcephalus,Greenland shark,105919,NA,VU,0.6,42.859607642660876,25.715764585596524,5.141301470917546e-4
fish,Fis-31894,Verasper moseri,Barfin flounder,283141,NA,VU,0.6,42.56413339239385,25.538480035436308,5.105857324760593e-4
other,Fis-24323,Rhinoptera bonasus,Cownose ray,158544,NA,VU,0.6,42.51005776557827,25.50603465934696,5.099370585497703e-4
other,W-Scl-207141,Montipora lobulata,NA,NA,2259984,EN,0.8,31.717629846378934,25.37410387710315,5.072993927609439e-4
fish,Fis-123736,Thunnus orientalis,Pacific bluefin tuna,273823,NA,NT,0.4,63.25005757187818,25.300023028751273,5.058183091504195e-4
fish,Fis-29274,Anguilla japonica,Japanese eel,271705,NA,EN,0.8,31.615549597855228,25.292439678284182,5.05666696738581e-4
other,W-Scl-207156,Montipora tuberculosa,NA,207156,NA,EN,0.8,31.539306358381502,25.231445086705204,5.04447244046987e-4
other,W-Scl-287719,Montipora nodosa,NA,287719,NA,EN,0.8,31.505115750310047,25.20409260024804,5.039003912462958e-4
fish,Fis-30115,Hippocampus reidi,Longsnout seahorse,159446,NA,NT,0.4,62.39309050465731,24.957236201862926,4.989650405593727e-4
other,W-Scl-287709,Montipora grisea,NA,287709,NA,EN,0.8,31.153932964676674,24.92314637174134,4.982834893919397e-4
other,W-Scl-207137,Montipora mollis,NA,207137,NA,EN,0.8,30.98032653889058,24.784261231112467,4.955067865043898e-4
other,W-Scl-206956,Pocillopora elegans,NA,206956,NA,EN,0.8,30.94529069767442,24.756232558139537,4.949464148416926e-4
other,W-Scl-288263,Acropora verweyi,NA,288263,NA,EN,0.8,30.817445301508755,24.653956241207005,4.929016248571873e-4
other,W-Scl-287691,Montipora angulata,NA,287691,NA,EN,0.8,30.74577747664908,24.596621981319267,4.917553524462946e-4
other,W-Scl-207009,Acropora nasuta,branching staghorn coral,207009,NA,EN,0.8,30.729320741836386,24.58345659346911,4.914921394755352e-4
other,W-Scl-207083,Acropora abrotanoides,NA,207083,NA,EN,0.8,30.68546551331664,24.548372410653315,4.90790708413214e-4
other,Fis-35514,Mobula tarapacana,Chilean devil ray,105859,NA,EN,0.8,30.612799886816095,24.490239909452878,4.896284769231291e-4
other,W-Scl-207237,Porites horizontalata,NA,207237,NA,EN,0.8,30.540491766298217,24.432393413038575,4.884719634696311e-4
fish,Fis-23652,Mycteroperca venenosa,Yellowfin grouper,273885,NA,NT,0.4,60.96554303614007,24.38621721445603,4.8754877195065604e-4
fish,Fis-114977,Elacatinus prochilos,Broadstripe goby,280619,NA,VU,0.6,40.55593220338983,24.333559322033896,4.864959932208454e-4
other,W-Scl-287707,Montipora floweri,NA,287707,NA,EN,0.8,30.25447213318168,24.203577706545346,4.838972967337971e-4
other,W-Scl-287943,Astreopora cucullata,NA,287943,NA,EN,0.8,30.215848322800195,24.17267865824016,4.8327953823016544e-4
other,W-Scl-207180,Montipora peltiformis,NA,207180,NA,EN,0.8,30.03152084442938,24.025216675543504,4.803313602515594e-4
fish,Fis-29501,Salmo salar,Atlantic salmon,127186,NA,NT,0.4,60.05460431041826,24.021841724167306,4.8026388552251933e-4
other,W-Scl-207163,Montipora efflorescens,NA,207163,NA,EN,0.8,29.95296375045377,23.962371000363017,4.790748992150977e-4
marine mammal,ITS-Mam-180527,Balaenoptera physalus,fin whale,137091,NA,VU,0.6,39.8267385333051,23.89604311998306,4.7774881914532086e-4
fish,Fis-29359,Coryphaenoides rupestris,Roundnose grenadier,158960,NA,CR,1,23.847495339467194,23.847495339467194,4.7677821306224994e-4
other,W-Scl-207057,Acropora listeri,NA,207057,NA,EN,0.8,29.718015963511974,23.77441277080958,4.753170878583418e-4
other,W-Scl-207095,Acropora cytherea,tabling acropora,207095,NA,EN,0.8,29.614018691588786,23.69121495327103,4.736537305031121e-4
fish,Fis-29471,Paralichthys lethostigma,Southern flounder,158829,NA,NT,0.4,59.19162171088847,23.67664868435539,4.733625099969028e-4
other,W-Hyd-210730,Millepora platyphylla,Wello fire coral,210730,NA,EN,0.8,29.494926653910824,23.59594132312866,4.7174894383748454e-4
other,Fis-24140,Narcine brasiliensis,Brazilian electric ray,157866,NA,NT,0.4,58.9791450723496,23.591658028939843,4.716633087919465e-4
other,W-Scl-206954,Pocillopora verrucosa,rasp coral,206954,NA,EN,0.8,29.48430709802028,23.587445678416227,4.7157909210894256e-4
other,W-Scl-207164,Montipora hispida,NA,207164,NA,EN,0.8,29.454406831351022,23.56352546508082,4.7110086005950594e-4
fish,Fis-29302,Balistes vetula,Queen triggerfish,127397,NA,NT,0.4,58.88368380491027,23.553473521964108,4.708998935676892e-4
other,W-Scl-207094,Acropora humilis,finger coral,207094,NA,EN,0.8,29.3984683221165,23.5187746576932,4.7020616610210525e-4
other,Fis-35513,Mobula munkiana,Munk's devil ray,271482,NA,VU,0.6,39.18092406221409,23.508554437328453,4.7000183527686585e-4
other,W-Hyd-210728,Millepora exaesa,NA,210728,NA,EN,0.8,29.254229641326415,23.40338371306113,4.678991779843975e-4
other,Fis-23060,Carcharhinus limbatus,Blacktip shark,105793,2417970,VU,0.6,38.78011767299117,23.2680706037947,4.651938900067047e-4
other,W-Scl-740834,Acropora lovelli,cats paw,740834,NA,EN,0.8,29.024727272727272,23.21978181818182,4.642284619570196e-4
other,W-Scl-430645,Acropora globiceps,NA,430645,NA,EN,0.8,28.96714792609813,23.173718340878505,4.633075240520749e-4
other,W-Scl-430654,Acropora spathulata,NA,430654,NA,EN,0.8,28.818443804034583,23.05475504322767,4.609291145936992e-4
other,Fis-28561,Aetomylaeus milvus,NA,278474,2419264,EN,0.8,28.818443804034583,23.05475504322767,4.609291145936992e-4
other,Fis-161480,Himantura leoparda,NA,398328,NA,EN,0.8,28.818443804034583,23.05475504322767,4.609291145936992e-4
other,Fis-28553,Himantura undulata,Leopard whipray,217413,NA,EN,0.8,28.818443804034583,23.05475504322767,4.609291145936992e-4
other,Fis-172381,Pateobatis bleekeri,Bleeker's whipray,1043413,NA,EN,0.8,28.818443804034583,23.05475504322767,4.609291145936992e-4
other,Fis-172397,Pateobatis jenkinsii,Jenkins whipray,1043418,NA,EN,0.8,28.818443804034583,23.05475504322767,4.609291145936992e-4
mollusk,W-Msc-466758,Tridacna squamosina,NA,466758,NA,EN,0.8,28.818443804034583,23.05475504322767,4.609291145936992e-4
sea turtle,Rep-5414,Lepidochelys olivacea,Olive ridley turtle,220293,NA,VU,0.6,38.36622753426788,23.019736520560727,4.6022899626162466e-4
sea turtle,Rep-1347,Caretta caretta,loggerhead turtle,137205,NA,VU,0.6,38.26409886787146,22.958459320722877,4.590038934395351e-4
