sp_cat,sp_key,scientific_name_dataset,common_name_dataset,worms_id,gbif_id,redlist_code,rl_score,suitability,suit_rl,pct_total
other,SLB-66402,Ophiothrix spiculata,Pacific spiny brittlestar,244192,NA,NA,NA,36.50327186198691,NA,NA
other,SLB-172226,Ophiothrix suensoni,Suenson's brittle star,244148,NA,NA,NA,59.90502615580376,NA,NA
other,SLB-169848,Ophiothrix trilineata,ophiuroids,244195,NA,NA,NA,26.20314242762233,NA,NA
other,SLB-169850,Ophiothrix vigelandi,NA,244152,NA,NA,NA,26.748956752655538,NA,NA
other,W-Oph-221142,Ophiotreta matura,NA,221142,NA,NA,NA,8.687256286354627,NA,NA
other,W-Oph-244219,Ophiotreta stimulea,NA,244219,NA,NA,NA,22.097430249632893,NA,NA
other,W-Oph-244220,Ophiotreta valenciennesi,NA,244220,NA,NA,NA,30.58841318529399,NA,NA
other,W-Oph-244233,Ophiozonella bispinosa,NA,244233,NA,NA,NA,25.17546672775169,NA,NA
other,W-Oph-124908,Ophiozonella molesta,NA,124908,NA,NA,NA,30.247969489370718,NA,NA
other,W-Oph-244249,Ophiozonella subtilis,NA,244249,NA,NA,NA,19.39500102438025,NA,NA
other,W-Oph-244255,Ophiura acervata,NA,244255,NA,NA,NA,59.493160204828094,NA,NA
other,W-Oph-244256,Ophiura aequalis,NA,244256,NA,NA,NA,17.512673081436283,NA,NA
other,W-Oph-244266,Ophiura cryptolepis,NA,244266,NA,NA,NA,38.64415605223103,NA,NA
other,W-Oph-124918,Ophiura flagellata,NA,124918,NA,NA,NA,25.119610838184094,NA,NA
other,SLB-66452,Ophiura irrorata,NA,1421346,NA,NA,NA,54.30302746018968,NA,NA
other,W-Oph-213420,Ophiura kinbergi,NA,1421344,NA,NA,NA,27.297788866901833,NA,NA
other,W-Oph-244279,Ophiura leptoctenia,NA,244279,NA,NA,NA,49.90892582464536,NA,NA
other,W-Oph-124925,Ophiura ljungmani,NA,124925,NA,NA,NA,54.8461252900232,NA,NA
other,W-Oph-244282,Ophiura luetkenii,gray brittle star,244282,NA,NA,NA,40.905061631261475,NA,NA
other,W-Oph-244285,Ophiura micracantha,NA,244285,NA,NA,NA,11.501055203820949,NA,NA
other,W-Oph-244296,Ophiura pteracantha,NA,244296,NA,NA,NA,8.296686746987952,NA,NA
other,W-Oph-124933,Ophiura robusta,NA,124933,NA,NA,NA,36.832024126806004,NA,NA
other,SLB-66461,Ophiura sarsi,notched brittle star,124934,NA,NA,NA,38.1605698107718,NA,NA
other,W-Oph-244326,Ophiurochaeta littoralis,NA,244326,NA,NA,NA,45.09550485961123,NA,NA
other,W-Oph-244343,Ophiurothamnus clausa,NA,244343,NA,NA,NA,19.96597824758646,NA,NA
other,SLB-86886,Ophlitaspongia pennata,red encrusting sponge,167672,NA,NA,NA,39.76292305101869,NA,NA
other,W-Pol-330201,Ophryotrocha globopalpata,NA,330201,NA,NA,NA,23.172781245242806,NA,NA
fish,Fis-54370,Opisthocentrus ocellatus,Ocellated blenny,281916,NA,NA,NA,48.986343525224314,NA,NA
fish,Fis-54371,Opisthocentrus tenuis,NA,281917,NA,NA,NA,20.658200350906508,NA,NA
fish,Fis-54372,Opisthocentrus zonope,NA,281918,NA,NA,NA,30.742391442760727,NA,NA
fish,Fis-30441,Opisthopterus valenciennesi,Slender tardoor,281924,NA,DD,NA,6.787365177195686,NA,NA
mollusk,W-Msc-140652,Opisthoteuthis agassizii,Agassiz's flapjack octopod,140652,NA,DD,NA,52.09509475447597,NA,NA
mollusk,W-Msc-342092,Opisthoteuthis californiana,flapjack octopus,342092,NA,DD,NA,43.27789065027499,NA,NA
fish,Fis-113386,Opistognathus mexicanus,Mexican jawfish,276467,NA,NA,NA,17.16528292246775,NA,NA
fish,Fis-46980,Oplegnathus insignis,Pacific beakfish,277893,NA,DD,NA,17.812199036918138,NA,NA
fish,Fis-26176,Oplegnathus punctatus,Spotted knifejaw,277894,NA,NA,NA,34.004639115475314,NA,NA
crustacean,ITS-96142,Oplophorus gracilirostris,NA,212900,NA,NA,NA,61.98253165538218,NA,NA
crustacean,ITS-96145,Oplophorus spinosus,NA,107602,NA,NA,NA,28.328577535534894,NA,NA
crustacean,SLB-190316,Oplophorus typus,NA,514277,NA,NA,NA,42.74431276675092,NA,NA
mollusk,W-Msc-408188,Orania archaea,NA,408188,NA,NA,NA,15.452532160885848,NA,NA
crustacean,ITS-682593,Oratosquilla fabricii,NA,409296,NA,NA,NA,30.024432237435434,NA,NA
crustacean,Chn-6a9274ff-bb5b-4de5-a3d4-201629e153fe,Oratosquillina gravieri,Vietnamese squillid mantis shrimp,409303,NA,NA,NA,28.4164265129683,NA,NA
crustacean,Chn-bc491994-c9e7-4370-9312-38d8eccf4014,Oratosquillina interrupta,NA,409305,NA,NA,NA,28.818443804034583,NA,NA
crustacean,Chn-2b605750-6865-42dd-9798-32cfbc2ac7d5,Oratosquillina perpensa,common squillid mantis shrimp,409312,NA,NA,NA,5.104501607717042,NA,NA
crustacean,SLB-88324,Oratosquillina quinquedentata,fivespined squillid mantis shrimp,409313,NA,NA,NA,8.592285623206886,NA,NA
crustacean,SLB-101772,Oratosquillina stephensoni,NA,409314,NA,NA,NA,27.276657060518733,NA,NA
other,W-Pol-157513,Orbinia americana,NA,157513,NA,NA,NA,51.325939915671114,NA,NA
other,W-Pol-157515,Orbinia riseri,NA,157515,NA,NA,NA,43.754914035174146,NA,NA
crustacean,W-Amp-158123,Orchestia grillus,NA,1328406,NA,NA,NA,52.45141329258976,NA,NA
other,W-Hyd-285115,Orchistoma pileus,NA,285115,NA,NA,NA,53.562746480214905,NA,NA
crustacean,W-Amp-102695,Orchomenella obtusa,NA,102695,NA,NA,NA,32.29150734815971,NA,NA
marine mammal,ITS-Mam-180469,Orcinus orca,killer whale,137102,NA,DD,NA,38.70612162799873,NA,NA
other,W-Ase-178210,Oreaster reticulatus,cushioned star,178210,NA,NA,NA,48.671594287868004,NA,NA
crustacean,W-Bch-442171,Oregonia gracilis,graceful decorator crab,442171,NA,NA,NA,58.73054601271837,NA,NA
fish,Fis-34088,Oreosoma atlanticum,Ox-eyed oreo,217961,NA,NA,NA,8.689809630459127,NA,NA
crustacean,ITS-656218,Ornatoscalpellum stroemii,NA,1424477,NA,NA,NA,35.278301886792455,NA,NA
mollusk,W-Msc-420825,Orobitella floridana,giant montacutid,420825,NA,NA,NA,43.48171012623238,NA,NA
other,W-Ase-255048,Orthasterias koehleri,rainbow star,255048,NA,NA,NA,48.27412368443942,NA,NA
fish,Fis-28708,Orthopristis cantharinus,Sheephead grunt,275740,NA,NA,NA,7.233061699650757,NA,NA
other,W-Hyd-117393,Orthopyxis integra,NA,117393,NA,NA,NA,58.19177736020217,NA,NA
other,W-Hyd-225737,Orthopyxis sargassicola,NA,225737,NA,NA,NA,35.42584326798124,NA,NA
crustacean,W-Bch-421923,Osachila antillensis,NA,421923,NA,NA,NA,45.978234636871505,NA,NA
crustacean,W-Bch-421924,Osachila semilevis,thinlip jewelbox crab,421924,NA,NA,NA,55.63511257684948,NA,NA
crustacean,W-Bch-421925,Osachila tuberosa,thicklip jewelbox crab,421925,NA,NA,NA,55.81726520446694,NA,NA
other,W-Por-133928,Oscarella lobularis,bubble oscar sponge,133928,NA,NA,NA,35.0186482661005,NA,NA
fish,Fis-57505,Osteodiscus cascadiae,Bigtail snailfish,281946,NA,NA,NA,44.806689924071414,NA,NA
fish,Fis-23706,Osteogeneiosus militaris,Soldier catfish,281947,NA,NA,NA,28.818443804034583,NA,NA
fish,Fis-172414,Osteomugil cunnesius,Longarm mullet,1042879,NA,NA,NA,9.249454318677891,NA,NA
fish,Fis-34068,Ostichthys acanthorhinus,Spinesnout soldierfish,217936,NA,NA,NA,11.09213786888939,NA,NA
fish,Fis-167271,Ostorhinchus aroubiensis,NA,712646,NA,DD,NA,22.53170028818444,NA,NA
fish,Fis-167318,Ostorhinchus capricornis,Capricorn cardinalfish,713302,NA,NA,NA,11.92991710625471,NA,NA
fish,Fis-167071,Ostorhinchus compressus,Ochre-striped cardinalfish,712653,NA,NA,NA,14.257483629560337,NA,NA
fish,Fis-4408,Ostorhinchus fleurieu,Flower cardinalfish,319878,NA,NA,NA,11.2351108033241,NA,NA
fish,Fis-170318,Ostorhinchus limenus,Sydney cardinalfish,1011797,NA,NA,NA,5.425944841675179,NA,NA
fish,Fis-161584,Ostorhinchus luteus,Yellow cardinalfish,398511,NA,NA,NA,24.346709943936265,NA,NA
fish,Fis-167297,Ostorhinchus neotes,Mini cardinalfish,712677,NA,NA,NA,14.898301486199575,NA,NA
fish,Fis-170329,Ostorhinchus norfolcensis,Norfolk cardinalfish,1019769,NA,NA,NA,6.019882329072834,NA,NA
fish,Fis-170331,Ostorhinchus notatus,Spotnape cardinalfish,1023017,NA,NA,NA,8.23598901098901,NA,NA
fish,Fis-156713,Ostorhinchus rubrimacula,Rubyspot cardinalfish,319884,NA,NA,NA,24.35286213383499,NA,NA
fish,Fis-167308,Ostorhinchus sealei,Seale's cardinalfish,712687,NA,NA,NA,8.419407008086253,NA,NA
fish,Fis-170340,Ostorhinchus semilineatus,Half-lined cardinal,1022235,NA,NA,NA,8.761104060913706,NA,NA
fish,Fis-165242,Ostorhinchus taeniophorus,Reef-flat cardinalfish,712689,NA,NA,NA,28.397267322204435,NA,NA
fish,Fis-167313,Ostorhinchus wassinki,Kupang cardinalfish,712693,NA,NA,NA,21.328530259365994,NA,NA
fish,Fis-31876,Ostracion cubicus,Yellow boxfish,403462,NA,NA,NA,28.608370522253047,NA,NA
fish,Fis-31885,Ostracion solorensis,Reticulate boxfish,278936,NA,NA,NA,26.940930787589497,NA,NA
mollusk,W-Msc-397162,Ostrea denselamellosa,lamellated oyster,397162,NA,NA,NA,19.153865305614342,NA,NA
mollusk,SLB-69344,Ostrea equestris,crested oyster,156924,NA,NA,NA,60.60850733339308,NA,NA
mollusk,W-Msc-542155,Ostrea lurida,Yaquina oyster,542155,NA,NA,NA,37.44332129963899,NA,NA
mollusk,SLB-69349,Ostreola equestris,NA,156924,NA,NA,NA,71.04986497687227,NA,NA
mollusk,W-Msc-217258,Otopleura mitralis,miter pyram,217258,NA,NA,NA,27.964952855363816,NA,NA
other,W-Pol-329878,Ougia tenuidentis,NA,329878,NA,NA,NA,49.66226344388233,NA,NA
crustacean,W-Bch-422042,Ovalipes floridanus,Florida lady crab,422042,NA,NA,NA,51.18728610941822,NA,NA
crustacean,W-Bch-158434,Ovalipes ocellatus,ocellate lady crab,158434,NA,NA,NA,65.46168515950069,NA,NA
mollusk,W-Msc-431060,Ovula costellata,pink-mouth ovula,431060,NA,NA,NA,26.535822762194034,NA,NA
mollusk,W-Msc-216904,Ovula ovum,common egg cowrie,216904,NA,NA,NA,20.46548480875563,NA,NA
other,W-Pol-130544,Owenia fusiformis,tubeworm,130544,NA,NA,NA,33.04003248709686,NA,NA
fish,Fis-173570,Owstonia sibogae,NA,1486843,NA,NA,NA,10.982248520710058,NA,NA
fish,Fis-169091,Owstonia taeniosoma,NA,1486850,NA,NA,NA,16.690625854058485,NA,NA
crustacean,W-Amp-220731,Oxycephalus clausi,symbiotic hyperiid amphipod,220731,NA,NA,NA,54.20869855795183,NA,NA
fish,Fis-156683,Oxycheilinus nigromarginatus,Blackmargin maori wrasse,277999,NA,DD,NA,31.105986971357666,NA,NA
mollusk,SLB-75334,Oxygyrus keraudrenii,NA,138838,NA,NA,NA,37.75445313800566,NA,NA
crustacean,SLB-98191,Oxynaspis celata,NA,106153,NA,NA,NA,29.946962850211673,NA,NA
mollusk,W-Msc-420566,Oxynoe antillarum,Antilles oxynoe,420566,NA,NA,NA,40.5436131033146,NA,NA
mollusk,W-Msc-397164,Oxynoe viridis,green oxynoe,397164,NA,NA,NA,10.777892398032058,NA,NA
fish,Fis-57913,Oxyporhamphus micropterus,Bigwing halfbeak,217871,NA,NA,NA,60.727342614101644,NA,NA
other,W-Scl-290565,Oxysmilia rotundifolia,NA,290565,NA,NA,NA,46.19768036841207,NA,NA
fish,Fis-27587,Oxyurichthys tentacularis,NA,219529,NA,DD,NA,13.06675521164174,NA,NA
crustacean,W-Cum-182122,Oxyurostylis lecroyae,NA,182122,NA,NA,NA,46.74451464675474,NA,NA
crustacean,W-Cum-157834,Oxyurostylis smithi,sharp-tailed cumacean,157834,NA,NA,NA,32.27717229973283,NA,NA
crustacean,W-Bch-209154,Ozius guttatus,spottedbelly rock crab,209154,NA,NA,NA,14.344714686623012,NA,NA
crustacean,W-Bch-422071,Ozius reticulatus,NA,422071,NA,NA,NA,44.84271963956584,NA,NA
crustacean,W-Bch-209152,Ozius rugulosus,NA,209152,NA,NA,NA,30.012171796209355,NA,NA
crustacean,W-Bch-440521,Ozius truncatus,reef crab,440521,NA,NA,NA,6.74536615010635,NA,NA
crustacean,W-Bch-209153,Ozius tuberculosus,beaded rock crab,209153,NA,NA,NA,29.8721917412648,NA,NA
crustacean,W-Cop-129002,Pachos punctatum,NA,129002,NA,NA,NA,50.4312540192926,NA,NA
fish,Fis-117115,Pachycara lepinium,Scalynape eelpout,274141,NA,NA,NA,40.54210019709401,NA,NA
other,W-Cer-283820,Pachycerianthus fimbriatus,tube-dwelling anemone,283820,NA,NA,NA,24.53051569769715,NA,NA
crustacean,ITS-98075,Pachycheles ackleianus,red-reef porcelain crab,421867,NA,NA,NA,50.77107955547716,NA,NA
crustacean,SLB-158053,Pachycheles johnsoni,NA,410135,NA,NA,NA,16.99219968798752,NA,NA
crustacean,ITS-98077,Pachycheles monilifer,wormreef porcelain crab,421868,NA,NA,NA,61.44483068390423,NA,NA
crustacean,ITS-98078,Pachycheles pilosus,pilose porcelain crab,421869,NA,NA,NA,49.47892956013534,NA,NA
crustacean,ITS-660146,Pachycheles pisoides,NA,410129,NA,NA,NA,29.02029890698193,NA,NA
crustacean,ITS-98074,Pachycheles rugimanus,sculptured porcelain crab,421871,NA,NA,NA,64.80449220207447,NA,NA
crustacean,SLB-158057,Pachycheles sculptus,porcelain crabs,410133,NA,NA,NA,17.58695904397262,NA,NA
crustacean,SLB-158059,Pachycheles spinipes,NA,410131,NA,NA,NA,21.651942522618413,NA,NA
crustacean,W-Bch-395017,Pachygrapsus fakaravensis,Polynesian grapsid crab,395017,NA,NA,NA,31.190175647514142,NA,NA
crustacean,W-Bch-444466,Pachygrapsus laevimanus,NA,444466,NA,NA,NA,2.9011553273427473,NA,NA
crustacean,W-Bch-207539,Pachygrapsus minutus,NA,207539,NA,NA,NA,31.313719845702114,NA,NA
crustacean,W-Bch-207538,Pachygrapsus planifrons,NA,207538,NA,NA,NA,30.779866936650276,NA,NA
crustacean,W-Bch-207541,Pachygrapsus plicatus,pleated rock crab,207541,NA,NA,NA,31.369202333506614,NA,NA
crustacean,NZ-4649,Pachylasma scutistriata,NA,535302,NA,NA,NA,14.336291452592247,NA,NA
other,W-Oct-290566,Pacifigorgia adamsii,NA,290566,NA,NA,NA,14.649484536082474,NA,NA
other,SLB-144009,Padina australis,NA,NA,NA,NA,NA,18.790558871405317,NA,NA
other,SLB-146066,Padina gymnospora,funnelweed,NA,NA,NA,NA,36.76199308236002,NA,NA
other,SLB-144011,Padina minor,Brown sea fan,NA,NA,NA,NA,25.189387171699124,NA,NA
other,SLB-152255,Padina pavonica,peacock's tail,NA,NA,NA,NA,42.06109804181439,NA,NA
other,SLB-131849,Padina sanctae-crucis,NA,NA,NA,NA,NA,36.10915630402052,NA,NA
other,W-Hol-148759,Paelopatides confundens,NA,148759,NA,DD,NA,32.97612233565418,NA,NA
mollusk,SLB-193173,Pagodula plicilaminata,NA,869791,NA,NA,NA,17.733392148213497,NA,NA
crustacean,ITS-98178,Paguristes cadenati,red reef hermit,368215,NA,NA,NA,49.84574185765983,NA,NA
crustacean,ITS-98170,Paguristes erythrops,NA,368224,NA,NA,NA,58.41831994790536,NA,NA
crustacean,ITS-98167,Paguristes hernancortezi,NA,368233,NA,NA,NA,46.29895314913335,NA,NA
crustacean,ITS-98181,Paguristes inconstans,NA,368238,NA,NA,NA,37.906919275123556,NA,NA
crustacean,ITS-98184,Paguristes limonensis,NA,368247,NA,NA,NA,41.53874899146461,NA,NA
crustacean,ITS-98157,Paguristes lymani,NA,368250,NA,NA,NA,56.5837995755588,NA,NA
crustacean,ITS-98160,Paguristes moorei,NA,368257,NA,NA,NA,55.44261487291094,NA,NA
crustacean,ITS-98159,Paguristes oxyophthalmus,NA,1261644,NA,NA,NA,57.27526301218162,NA,NA
crustacean,SLB-113987,Paguristes palythophilus,NA,368265,NA,NA,NA,16.109970674486803,NA,NA
crustacean,SLB-157894,Paguristes puniceus,NA,368276,NA,NA,NA,19.61176706023614,NA,NA
crustacean,ITS-98162,Paguristes sericeus,blue-eyed hermit,368285,NA,NA,NA,62.39927077336404,NA,NA
crustacean,ITS-98165,Paguristes spinipes,NA,368290,NA,NA,NA,49.77952133664484,NA,NA
crustacean,ITS-98166,Paguristes tortugae,bandeye hermit,368299,NA,NA,NA,63.18938826466916,NA,NA
crustacean,ITS-98164,Paguristes triangulatus,NA,368300,NA,NA,NA,60.28022792022792,NA,NA
crustacean,ITS-98155,Paguristes ulreyi,furry hermit,368304,NA,NA,NA,38.21161453663168,NA,NA
crustacean,SLB-114003,Paguristes versus,NA,368305,NA,NA,NA,8.602313566936209,NA,NA
crustacean,SLB-190321,Pagurixus anceps,NA,208728,NA,NA,NA,18.37478663740551,NA,NA
crustacean,SLB-190327,Pagurixus maorus,NA,366634,NA,NA,NA,30.857165870160554,NA,NA
crustacean,ITS-660197,Pagurixus nomurai,Nomuras hermit,366635,NA,NA,NA,32.178375280576915,NA,NA
crustacean,SLB-190332,Pagurixus ruber,NA,366640,NA,NA,NA,31.368084992219778,NA,NA
crustacean,NZ-7388,Pagurojacquesia polymorpha,NA,364573,NA,NA,NA,28.851227139202123,NA,NA
crustacean,SLB-199955,Paguropsina inermis,NA,1249807,NA,NA,NA,30.737998188405797,NA,NA
crustacean,SLB-199954,Paguropsina pistillata,NA,1249808,NA,NA,NA,19.677432028917178,NA,NA
crustacean,SLB-199950,Paguropsis andersoni,NA,590253,NA,NA,NA,18.07147786650892,NA,NA
crustacean,SLB-199951,Paguropsis confusa,NA,1249809,NA,NA,NA,10.321794871794872,NA,NA
crustacean,SLB-199953,Paguropsis lacinia,NA,1249811,NA,NA,NA,31.63061456137506,NA,NA
crustacean,ITS-660232,Paguropsis typica,NA,367412,NA,NA,NA,19.752746922845994,NA,NA
crustacean,ITS-97804,Pagurus annulipes,NA,NA,2224240,NA,NA,65.70076726342711,NA,NA
crustacean,ITS-97813,Pagurus brevidactylus,NA,366662,NA,NA,NA,56.25377974310381,NA,NA
crustacean,ITS-97812,Pagurus bullisi,NA,366663,NA,NA,NA,48.78492546714256,NA,NA
crustacean,ITS-97819,Pagurus carolinensis,wormreef hermit,366665,NA,NA,NA,57.44685335742246,NA,NA
crustacean,ITS-97829,Pagurus criniticornis,NA,366674,NA,NA,NA,43.7731822877703,NA,NA
crustacean,ITS-97832,Pagurus curacaoensis,NA,366675,NA,NA,NA,45.813709612114344,NA,NA
crustacean,ITS-97815,Pagurus defensus,NA,366679,NA,NA,NA,60.762412594241965,NA,NA
crustacean,SLB-157526,Pagurus hirtimanus,NA,NA,NA,NA,NA,21.965616561656166,NA,NA
crustacean,ITS-97816,Pagurus impressus,palmate hermit crab,NA,2224238,NA,NA,42.84979815321795,NA,NA
crustacean,ITS-97807,Pagurus longicarpus,longwrist hermit,158403,NA,NA,NA,57.82702451556479,NA,NA
crustacean,ITS-97828,Pagurus maclaughlinae,NA,366724,NA,NA,NA,47.2430857831648,NA,NA
crustacean,ITS-97808,Pagurus politus,NA,158404,NA,NA,NA,48.223611637404744,NA,NA
crustacean,ITS-97809,Pagurus pollicaris,gray hermit crab,366751,NA,NA,NA,56.39304434427089,NA,NA
crustacean,ITS-97827,Pagurus rotundimanus,NA,366782,NA,NA,NA,39.15117326129562,NA,NA
crustacean,ITS-97823,Pagurus stimpsoni,NA,366800,NA,NA,NA,54.3300219696246,NA,NA
crustacean,ITS-96465,Palaemon floridanus,Florida grass shrimp,421689,NA,NA,NA,39.99043401240036,NA,NA
crustacean,ITS-96474,Palaemon northropi,crossbanded grass shrimp,421690,NA,NA,NA,33.584112951677966,NA,NA
crustacean,ITS-96477,Palaemon ritteri,barred grass shrimp,514462,NA,NA,NA,19.19284018987342,NA,NA
crustacean,ITS-96523,Palaemon serrifer,carpenter prawn,514465,NA,NA,NA,7.48133779264214,NA,NA
crustacean,ITS-612311,Palaemonella dolichodactylus,NA,514618,NA,NA,NA,17.079209252286176,NA,NA
crustacean,ITS-96549,Palaemonella holmesi,southern algae shrimp,514620,NA,NA,NA,26.800648222086522,NA,NA
crustacean,ITS-612312,Palaemonella lata,NA,215847,NA,NA,NA,28.158748824082785,NA,NA
crustacean,ITS-612313,Palaemonella pottsi,NA,215851,NA,NA,NA,24.823329558323895,NA,NA
crustacean,ITS-612315,Palaemonella rotumana,NA,107619,NA,NA,NA,24.909469057803243,NA,NA
crustacean,ITS-612316,Palaemonella spinulata,NA,215849,NA,NA,NA,25.38313935199748,NA,NA
crustacean,ITS-612317,Palaemonella tenuipes,NA,215848,NA,NA,NA,35.01844505126488,NA,NA
crustacean,ITS-96384,Palaemonetes intermedius,brackish grass shrimp,932398,NA,NA,NA,35.3496329669476,NA,NA
crustacean,ITS-96390,Palaemonetes pugio,daggerblade grass shrimp,932401,NA,NA,NA,32.64657093339935,NA,NA
crustacean,ITS-96391,Palaemonetes vulgaris,marsh grass shrimp,932406,NA,NA,NA,33.8003892733564,NA,NA
crustacean,W-Bch-442186,Paliculus kyusyuensis,NA,442186,NA,NA,NA,40.05515838973088,NA,NA
crustacean,W-Bch-422171,Palicus affinis,Antillian stilt crab,422171,NA,NA,NA,57.11287197768134,NA,NA
crustacean,W-Bch-422172,Palicus alternatus,labile stilt crab,422172,NA,NA,NA,65.03305307978205,NA,NA
crustacean,W-Bch-422174,Palicus cursor,bathyal stilt crab,422174,NA,NA,NA,48.43498747465108,NA,NA
crustacean,W-Bch-422175,Palicus dentatus,armored stilt crab,422175,NA,NA,NA,56.34779555785506,NA,NA
crustacean,W-Bch-422177,Palicus faxoni,finned stilt crab,422177,NA,NA,NA,53.861063317274606,NA,NA
crustacean,W-Bch-422180,Palicus gracilis,delicate stilt crab,422180,NA,NA,NA,51.635012170005616,NA,NA
crustacean,W-Bch-422181,Palicus obesus,inflated stilt crab,422181,NA,NA,NA,56.25059989163248,NA,NA
mollusk,W-Msc-527532,Paliolla cooki,cook's Paliolla,527532,NA,NA,NA,1.0454545454545454,NA,NA
fish,Fis-24846,Pallasina barbata,Tubenose poacher,254396,NA,NA,NA,52.92351418745642,NA,NA
crustacean,W-Pyc-239490,Pallenopsis angusta,NA,239490,NA,NA,NA,26.574912264914964,NA,NA
crustacean,W-Pyc-239763,Pallenopsis hoeki,NA,239763,NA,NA,NA,28.818443804034583,NA,NA
crustacean,SLB-30327,Pallenopsis longirostris,NA,239916,NA,NA,NA,40.52979361123328,NA,NA
crustacean,SLB-30328,Pallenopsis longiseta,NA,239917,NA,NA,NA,30.601973059047793,NA,NA
crustacean,W-Pyc-240258,Pallenopsis schmitti,NA,240258,NA,NA,NA,60.90586338907919,NA,NA
crustacean,SLB-30352,Pallenopsis scoparia,NA,240259,NA,NA,NA,27.680712909441233,NA,NA
crustacean,W-Pyc-240270,Pallenopsis spinipes,NA,240270,NA,NA,NA,16.54361319830121,NA,NA
crustacean,SLB-30361,Pallenopsis tritonis,NA,240295,NA,NA,NA,43.36785103553107,NA,NA
crustacean,SLB-30364,Pallenopsis tydemani,NA,240299,NA,NA,NA,26.250577925917963,NA,NA
crustacean,W-Pyc-240403,Pallenopsis virgata,NA,240403,NA,NA,NA,19.314757202759367,NA,NA
mollusk,W-Msc-393799,Palliolum minutulum,NA,393799,NA,NA,NA,18.26038286826736,NA,NA
mollusk,W-Msc-216882,Palmadusta asellus,little ass cowry,216882,NA,NA,NA,19.57039055404178,NA,NA
mollusk,W-Msc-597568,Palmadusta saulae,NA,597568,NA,NA,NA,28.818443804034583,NA,NA
mollusk,W-Msc-216877,Palmadusta ziczac,zigzag cowry,216877,NA,NA,NA,24.91602644273718,NA,NA
other,SLB-172139,Palolo siciliensis,NA,130078,NA,NA,NA,33.57976999627176,NA,NA
other,W-Zoa-582046,Palythoa heliodiscus,NA,582046,NA,NA,NA,11.27733503347147,NA,NA
other,W-Zoa-288472,Palythoa mutuki,NA,288472,NA,NA,NA,28.818443804034583,NA,NA
other,W-Zoa-220520,Palythoa tuberculosa,rubbery zoanthid,220520,NA,NA,NA,30.817392236757453,NA,NA
fish,Fis-31394,Pandaka pygmaea,Dwarf pygmy goby,281974,NA,DD,NA,18.16275659824047,NA,NA
crustacean,ITS-96995,Pandalopsis dispar,sidestriped shrimp,1337983,NA,NA,NA,50.3414315569488,NA,NA
crustacean,ITS-96967,Pandalus borealis,northern shrimp,107649,NA,NA,NA,61.36989272593681,NA,NA
crustacean,ITS-96982,Pandalus danae,dock shrimp,515462,NA,NA,NA,41.19164674448038,NA,NA
crustacean,ITS-621110,Pandalus eous,Alaskan pink shrimp,515463,NA,NA,NA,36.31806096186161,NA,NA
crustacean,ITS-96968,Pandalus goniurus,humpy shrimp,254483,NA,NA,NA,67.71940562584061,NA,NA
crustacean,ITS-96981,Pandalus hypsinotus,coonstriped shrimp,515467,NA,NA,NA,45.45586343197464,NA,NA
crustacean,ITS-96970,Pandalus jordani,ocean shrimp,515469,NA,NA,NA,42.72010605252424,NA,NA
crustacean,ITS-96971,Pandalus montagui,Aesop shrimp,107651,NA,NA,NA,55.22928472966764,NA,NA
crustacean,ITS-96979,Pandalus platyceros,spot shrimp,423632,NA,NA,NA,35.86111294693014,NA,NA
crustacean,ITS-96984,Pandalus stenolepis,roughpatch shrimp,514361,NA,NA,NA,59.953935012933634,NA,NA
crustacean,ITS-96977,Pandalus tridens,yellowleg pandalid,423633,NA,NA,NA,52.00756026612137,NA,NA
other,W-Por-167841,Pandaros acanthifolium,NA,167841,NA,NA,NA,44.183745778663564,NA,NA
mollusk,W-Msc-421000,Pandora arenosa,sandy pandora,421000,NA,NA,NA,56.84352326817321,NA,NA
mollusk,W-Msc-506826,Pandora bilirata,bilirate pandora,506826,NA,NA,NA,43.05583264062067,NA,NA
mollusk,W-Msc-421001,Pandora bushiana,keeled pandora,421001,NA,NA,NA,66.97152140672783,NA,NA
mollusk,W-Msc-506817,Pandora filosa,threaded pandora,506817,NA,NA,NA,60.515147080345386,NA,NA
mollusk,W-Msc-140673,Pandora glacialis,glacial pandora,140673,NA,NA,NA,59.57561150914982,NA,NA
mollusk,W-Msc-156932,Pandora gouldiana,Gould's pandora,156932,NA,NA,NA,46.67008054622073,NA,NA
mollusk,W-Msc-421002,Pandora inflata,inflated pandora,421002,NA,NA,NA,67.70073252619798,NA,NA
mollusk,W-Msc-156935,Pandora trilineata,threeline pandora,156935,NA,NA,NA,52.75153314323659,NA,NA
mollusk,W-Msc-506822,Pandora wardiana,giant pandora,506822,NA,NA,NA,51.1584712540809,NA,NA
mollusk,W-Msc-505401,Panopea abrupta,Pacific geoduck clam,505401,NA,NA,NA,47.65994896289995,NA,NA
mollusk,W-Msc-545994,Panopea generosa,Pacific geoduck,545994,NA,NA,NA,53.779642780288356,NA,NA
crustacean,W-Bch-422084,Panopeus americanus,narrowback mud crab,422084,NA,NA,NA,49.45778712580708,NA,NA
crustacean,SLB-11682,Panopeus hartii,areolate mud crab,NA,NA,NA,NA,36.60424510285371,NA,NA
crustacean,W-Bch-395018,Panopeus lacustris,knotfinger mud crab,395018,NA,NA,NA,33.824687848949345,NA,NA
